Book_Author,Book_Title,Book_Tag,Challenge
Kacen Callender,Felix Ever After,"LGBT, Young Adult, Contemporary, Romance, Queer, Fiction, Audiobook",1
Kacen Callender,Hurricane Child,"Middle Grade, LGBT, Magical Realism, Queer, Fiction, Young Adult, Contemporary",1
Kacen Callender,King and the Dragonflies,"Middle Grade, LGBT, Contemporary, Fiction, Realistic Fiction, Queer, Young Adult",1
Kacen Callender,Moonflower,"Middle Grade, Fantasy, Mental Health, Queer, LGBT, Fiction, Childrens",1
Kacen Callender,This is Kind of an Epic Love Story,"Young Adult, LGBT, Romance, Contemporary, Queer, Fiction, Audiobook",1
Kadir Nelson,Nelson Mandela,"Biography, Picture Books, Nonfiction, History, Childrens, Africa, Cultural",1
Kadir Nelson,We are the Ship: The Story of Negro League Baseball,"Nonfiction, Picture Books, Sports, History, Baseball, Childrens, African American",1
Kai Cheng Thom,From the Stars in the Sky to the Fish in the Sea,"Picture Books, LGBT, Childrens, Fiction, Transgender, Gender",1
Kailee Coleman,And That's Their Family,"Picture Books, Childrens, LGBT, Family, Nonfiction, Polyamory",1
Kaito,"Blue Flag, Vol. 1","Manga, Romance, LGBT, Graphic Novels, Contemporary, Young Adult, Queer",1
Kaito,"Blue Flag, Vol. 2","Manga, LGBT, Romance, Contemporary, Young Adult, Comics, Queer",1
Kaito,"Blue Flag, Vol. 3","Manga, LGBT, Romance, Contemporary, Young Adult, Comics, Queer",1
Kaito,"Blue Flag, Vol. 4","Manga, LGBT, Romance, Contemporary, Young Adult, Comics, Queer",1
Kaito,"Blue Flag, Vol. 5","Manga, LGBT, Romance, Contemporary, Young Adult, Comics, Queer",1
Kaito,"Blue Flag, Vol. 6","Manga, LGBT, Romance, Contemporary, Comics, Young Adult, Graphic Novels",1
Kaito,"Blue Flag, Vol. 7","Manga, LGBT, Romance, Contemporary, Comics, Young Adult, Queer",1
Kalena Miller,The Night When No One Had Sex,"Contemporary, Young Adult Romance, LGBT, Lesbian, Fiction, Queer",1
Kalynn Bayron,Cinderella is Dead,"Fantasy, Young Adult, LGBT, Romance, Retellings, Lesbian, Queer",1
Kaori Ozaki,The Golden Sheep Vol. 1,"Manga, Graphic Novels, Contemporary, Young Adult, Slice of Life, Comics, Seinen",1
Karen Blumenthal,Jane Against the World: Roe v. Wade and the Fight for Reproductive Rights,"Nonfiction, Feminism, History, Politics, Social Justice, Womens, Historical",1
Karen Chinn,Sam and the Lucky Money,"Picture Books, Holiday, Childrens, China, Family, Cultural, Asian Literature",1
Karen English,Hot Day on Abbott Avenue,"Picture Books, Childrens, Realistic Fiction, Cultural, African American, Fiction, Emotion",1
Karen English,Nadia's Hands,"Picture Books, Childrens, Family, India, Realistic Fiction, Fiction",1
Karen English,Nikki and Deja,"Realistic Fiction, Chapter Books, Childrens, Middle Grade, African American, Cultural, Fiction",1
Karen Finneyfrock,The Sweet Revenge of Celia Door,"Young Adult, Fiction, Contemporary, Realistic Fiction, Teen, LGBT, Poetry",1
Karen Katz,Los Colores de Nuestra Piel,"Picture, Childrens, Cultural, Race, Art, African American, Fiction",1
Karen Katz,The Colors of Us,"Picture, Childrens, Cultural, Race, Art, African American, Fiction",1
Karen Lynn Williams,"Four Feet, Two Sandals","Picture Books, Cultural, Childrens, War, Realistic Fiction, Fiction, Social Justice",1
Karen Schwabach,The Hope Chest,"Historical Fiction, Middle Grade, Fiction, School, Historical, Childrens, Feminism",1
Kat Leyh,Snapdragon,"Graphic Novels, Fantasy, Middle Grade, LGBT, Young Adult, Comics, Queer",1
Kate Bornstein,Gender Outlaws: The Next Generation,"Queer, Nonfiction, LGBT, Gender, Feminism, Transgender, Essays",1
Kate Burns,Gay Rights Activists,,1
Kate Burns,Gays and Lesbians,,1
Kate Light,Gender Identity: The Search for Self,,1
Kate Light,Gender Identity: The Search for Self,LGBT,1
Kate Scelsa,Fans of the Impossible LIfe,"Young Adult, LGBT, Contemporary, Mental Health, Romance, Fiction, Queer",1
Kate Williams,The Babysitters Coven,"Fantasy, Young Adult, Paranormal, Witches, Fiction, Contemporary, Magic",1
Katharina von der Gathen,"Tell Me: What Children Really Want to Know About Bodies, Sex, and Emotions","Science, Nonfiction, Childrens, Health",1
Katherine Applegate,Wishtree,"Middle Grade, Fantasy, Fiction, Childrens, Animals, Young Adult, Juvenile",1
Katherine Erskin,The Incredible Magic of Being,"Middle Grade, Realistic Fiction, Fiction, Audiobook, Contemporary, Magical Realism, Family",1
Katherine Lacaze,When You're Ready: Coming Out,,1
Katherine Locke,The Girl with the Red Balloon,"Historical Fiction, Fantasy, Young Adult, Time Travel, Historical Fiction, Science Fiction",1
Katherine Locke,"This is Our Rainbow: 16 Stories, of Her, Him, Them, and Us","Middle Grade, LGBT, Short Stories, Queer, Anthologies, Fiction, Fantasy",1
Katherine Locke,What Are Your Words?: A Book About Pronouns,"Picture Books, LGBT, Childrens, Gender, Queer, Family, Gender Identity",1
Katherine Patterson,Bridge to Terabithia,"Fiction, Young Adult, Classics, Fantasy, Childrens, Middle Grade, Realistic Fiction",1
Katherine Tarbox,Katie.Com,"Young Adult, True Crime, Internet, Crime, Banned Books, Technology, Psychology",1
Katheryn Russell-Brown,Little Melba and Her Big Trombone,"Picture Books, Biography, Music, Nonfiction, African American, Childrens, History",1
Kathleen Connors,Life of Rosa Parks,Banned Books,1
Kathleen Glasgow,Girl in Pieces,"Young Adult, Mental Health, Contemporary, Fiction, Romance, Mental Illness, Realistic Fiction",1
Kathleen Gros,Jo: An Adaptation of Little Women (Sort of),"Graphic Novels, Middle Grade, LGBT, Comics, Young Adult, Retellings, Fiction",1
Kathleen Jeffrie Johnson,Target,"Young Adult, Contemporary, Abuse, LGBT, Realistic Fiction, Fiction, Queer",1
Kathleen Krull,Harvesting Hope: The Story of Cesar Chavez,"Picture Books, Biography, Nonfiction, Childrens, History, Culture, Social Justice",1
Kathleen Krull,Sonia Sotomayor,"Biography, Nonfiction, Childrens, Picture Books, History, Banned Books, Cultural",1
Kathleen Krull,Starstruck: The Cosmic Journey of Neil DeGrasse-Tyson,"Biography, Picture Books, Science, Nonfiction, African American, Space, Biography Memoir",1
Kathleen Krull,What was the March on Washington?,"Nonfiction, History, Childrens, Biography, African American, Historical, Juvenile",1
Kathlyn Gay,Abortion: Understanding the Debate,,1
Kathryn Gonzales,"Trans+: Love, Sex, Romance, and Being You","Nonfiction, LGBT, Queer, Transgender, Gender, Social Justice, Sexuality",1
Kathy Belge,Queer: The Ultimate LGBTQ Guide for Teens,"Nonfiction, LGBT, Queer, Sexuality, Self Help, Gender, Gender and Sexuality",1
Kathy McCoy,The Teenage Body Book,,1
Katie Cappiello,"Now That We're Men: A Play and True Life Accounts of Boys, Sex & Power","Plays, Nonfiction, Adult",1
Katie Cotugno,How to Love,"Romance, Young Adult, Contemporary, New Adult, Young Adult Contemporary, Fiction, Realistic Fiction",1
Katie de Koster,Child Abuse - Opposing Viewpoints,,1
Katie Green,Lighter Than My Shadow,"Graphic Novels, Nonfiction, Memoir, Mental Health, Comics, Mental Illness, Graphic Novels Comics",1
Katie Heaney,Girl Crushed,"LGBT, Romance, Young Adult, Contemporary, Queer, Fiction, Lesbian",1
Katie Kissinger,All the Colors We Are: The Story of How We Get Our Skin Color,"Picture Books, Childrens, Nonfiction, Race, Science, Cultural, Social Justice",1
Katie Kissinger,Todos Los Colores de Nuestra Piel: La Historia de por Que Tenemos Diferentes Colores de Piel,"Picture Books, Childrens, Nonfiction, Race, Science, Cultural, Social Justice",1
Katie McGarry,Pushing the Limits,"Romance, Young Adult, Contemporary, New Adult, Contemporary Romance, High School, Realistic Fiction",1
Katie O'Neill,Princess Princess Every After,"Graphic Novels, Fantasy, LGBT, Comics, Middle Grade, Queer, Romance",1
Katie Rain Hill,Rethinking Normal: A Memoir in Transition,"LGBT, Nonfiction, Memoir, Transgender, Queer, Biography, Biography Memoir",1
Katja Millay,The Sea of Tranquility,"Romance, Young Adult, Contemporary, New Adult, Fiction, Contemporary Romance, Abuse",1
Katrina Goldsaito,Sound of Silence,"Picture Books, Childrens, Japan, Music, Fiction, Cultural, Asia",1
Katryn Bury,Drew Leclair Gets a Clue,"Middle Grade, Mystery, LGBT, Contemporary, Fiction, Queer, Realistic Fiction",1
Kay Whitlock,"Considering Hate: Violence, Goodness, and Justice in American Culture and Politics","Nonfiction, Politics, History, Sociology, Education, Feminism, American History",1
Kazu Kibuishi,The Stonekeeper,"Graphic Novels, Fantasy, Comics, Middle Grade, Adventure, Childrens, Fiction",1
Keith Negley,Mary Wears What She Wants,"Picture Books, Biography, Childrens, History, Feminism, Nonfiction, Gender",1
Kekla Magoon,Light It Up,"Young Adult, Contemporary, Realistic Fiction, Race, Social Justice, Audiobook",1
Kekla Magoon,The Season of Styx Malone,"Middle Grade, Realistic Fiction, Fiction, Adventure, African American, Childrens",1
Kelly Bennett,Not Norman: A Goldfish Story,"Picture Books, Animals, Childrens, Fiction, Storytime, Humor, Realistic Fiction",1
Kelly Huegel,GLBTQ*: The Survival Guide for Queer and Questioning Teens,"Nonfiction, LGBT, Queer, Social Justice, Gender, Gay",1
Kelly Hugel,"LGBTQ: The Survival Guide for Lesbian, Gay, Bixsexual, Transgender and Questioning Teens","Nonfiction, LGBT, Teen, Social Justice, Gender, Gay",1
Kelly Jensen,Body Talk: 37 Voices Explore Our Radical Anatomy,"Nonfiction, Anthologies, Essays, Short Stories, Disability, Feminism, Mental Health",1
Kelly Jones,Unusual Chickens for the Exceptional Poultry Farmer,"Middle Grade, Fantasy, Humor, Animals, Childrens, Fiction, Juvenile",1
Kelly Quindlen,Late to the Party,"LGBT, Romance, Contemporary, Young Adult, Lesbian, Queer, Fiction",1
Kelly Starling Lyons,Going Down Home with Daddy,"Picture Books, Family, Childrens, African American, Realistic Fiction, Fiction, Cultural",1
Kelly Starling Lyons,"Sing a Song: How ""Lift Every Voice and Sing"" Inspired Generations","Picture Books, Music, History, Childrens, Historical, African American, Nonfiction",1
Kelly Storck,The Gender Identity Workbook for Kids: A Guide to Exploring Who You Are,"LGBT, Nonfiction, Gender, Parenting, Childrens",1
Kelly Yang,Front Desk,"Middle Grade, Realistic Fiction, Childrens, Contemporary, Historical Fiction, Family",1
Kelly Yang,Parachutes,"Young Adult, Contemporary, Fiction, Romance, Audiobook, LGBT, Realistic Fiction",1
Kelly Yang,Private Label,"Romance, Young Adult, Contemporary, Realistic Fiction, Asian Literature, Young Adult, Contemporary, Fiction",1
Ken Mochizuki,Baseball Saved Us,"Historical Fiction, Picture Books, Sports, Childrens, Baseball, Cultural, World War II",1
Ken Mochizuki,Baseball Saved Us,"Historical Fiction, Picture Books, Sports, Childrens, Baseball, Cultural, World War II",1
Ken Setterington,Branded by the Pink Triangle,"Nonfiction, History, LGBT, Holocaust, Queer, Historical, War",1
Kenan Malik,Strange Fruit: Why Both Sides are Wrong in the Race Debate,"Politics, Nonfiction, Race, Anthropology, Sociology, Science",1
Kenneth Braswell,"Daddy, There's a Noise Outside","Picture Books, Childrens, Social Justice, African American",1
Kenneth C. Davis,Don't Know Much About Mythology: Everything You Need to Know About the Greatest Stories in Human History but Never Learned,"Nonfiction, Mythology, History, Reference, Religion, Audiobook, Historical",1
Kenneth McIntosh,Gender Issues,,1
Kenneth McIntosh,When Religion & Politics Mix: How Matters of Faith Influence political policies,,1
Keum Suk Gendry-Kim,Grass,"Graphic Novels, Nonfiction, Comics, History, Memoir, Biography, War",1
Kevin Brooks,Black Rabbit Summer,"Young Adult, Mystery, Fiction, Contemporary, Realistic Fiction, Teen, Thriller",1
Kevin Noble Maillard,Fry Bread: A Native American Story,"Picture Books, Food, Childrens, Family, History, Nonfiction, Cultural",1
Kevin Panetta,Bloom,"Graphic Novels, LGBT, Romance, Young Adult, Queer, Comics, Contemporary",1
Kevin van Whye,"Date Me, Bryson Keller","Romance, LGBT, Young Adult, Contemporary, Queer, Fiction, M M Romance",1
Kezia Endsley,Coming Out: Insights and Tips for Teenagers,"Nonfiction, LGBT",1
Khaled Hosseini,A Thousand Splendid Suns,"Fiction, Historical Fiction, Contemporary, Historical, Novels, Classics, War",1
Khaled Hosseini,The Kite Runner,"Fiction, Historical Fiction, Classics, Contemporary, Novels, Historical, Literature",1
Khaled Hosseni,The Kite Runner,"Fiction, Historical Fiction, Classics, Contemporary, Novels, Historical, Literature",1
Khalil Sltan,Zahra's Paradise,"Graphic Novels, Comics, Iran, Historical Fiction, Fiction, Politics, Historical",1
Kiersten White,And I Darken,"Fantasy, Historical Fiction, Young Adult, Historical, Romance, Fiction, Retellings",1
Kiersten White,Dark Descent of Elizabeth Frankenstein,"Horror, Young Adult, Historical Fiction, Retellings, Fantasy, Fiction, Historical",1
Kiersten White,The Guinevere Deception,"Fantasy, Young Adult, Retellings, Young Adult Fantasy, Romance, Historical Fiction",1
Kiese Laymon,Heavy: An American Memoir,"Memoir, Nonfiction, Race, Audiobook, Biography, Anti Racist, Biography Memoir",1
Kim Dong Hwa,The Color of Earth,"Graphic Novels, Manga, Young Adult, Comics, Fiction, Historical Fiction, Romance",1
Kim Firmston,Hook up,,1
Kim Johnson,This is My America,"Young Adult, Contemporary, Fiction, Realistic Fiction, Mystery, Audiobook, Social Justice",1
Kim Newman,Anno Dracula: 1895 - Seven Days of Mayhem Vol 1,"Comics, Horror, Graphic Novels, Vampires, Fiction, Fantasy, Alternate History",1
Kim Taylor Blakemore,Bowery Girl,"Historical, Young Adult, Historical, 19th Century, Fiction, Young Adult Historical Fiction, Teen",1
Kim van Alkemade,Bachelor GIrl,"Historical Fiction, Fiction, Historical, Audiobook, New York, Adult, Adult Fiction",1
Kimberly Derting,Cece Loves Science,"Picture Books, Science, Childrens, Dogs, Animals, School, Realistic Fiction",1
Kimberly M. Nesmith,I Am Who I Am,,1
Kirby Larson,Dash,"Historical Fiction, Middle Grade, Animals, Dogs, Historical, World War II, Fiction",1
Kirstin Cronn-Mills,Beautiful Music for Ugly Children,"Young Adult, LGBT, Fiction, Queer, Contemporary, Realistic Fiction, Transgender",1
Kirstin Cronn-Mills,Striving for Equality: LGBTQ Athletes Claim the Field,"Nonfiction, Sports, LGBT, Transgender, Queer",1
Kit Frick,All Eyes on Us,"Mystery, LGBT, Young Adult, Thriller, Contemporary, Lesbian, Audiobook",1
Klaus Ottomann,The Essential Michelangelo,Art,1
Kody Keplinger,Shut Out,"Young Adult, Romance, Contemporary, Chick Lit, Sports, High School, Realistic Fiction",1
Kody Keplinger,The DUFF: Designated Ugly Fat Friend,"Young Adult, Romance, Contemporary, Fiction, Chick Lit, High School, Realistic Fiction",1
Koja Adeyoha,"47,000 Beads","Picture Books, LGBT, Childrens, Queer, Fiction, Banned Books, Cultural",1
Kosoko Jackson,Yesterday is History,"Young Adult, LGBT, Romance, Science Fiction, Time Travel, Queer, Contemporary",1
Kris Dinnison,You and Me and Him,"Young Adult, LGBT, Contemporary, Romance, Realistic Fiction, High School, Young Adult Contemporary",1
Kristen Radtke,Seek You: A Journey Through American Loneliness,"Graphic Novels, Nonfiction, Comics, Psychology, Mental Health, Memoir, History",1
Kristen Simmons,The Glass Arrow,"Young Adult, Romance, Science Fiction, Fiction, Adventure",1
Kristin Cashore,Bitterblue,"Fantasy, Young Adult, Romance, Fiction, Young Adult Fantasy, High Fantasy, Magic",1
Kristin Cashore,Graceling,"Fantasy, Young Adult, Romance, Fiction, Young Adult Fantasy, Adventure, Magic",1
Kristin Cashore,"Jane, Unlimited","Fantasy, Young Adult, Mystery, Science Fiction, Fiction, LGBT, Contemporary",1
Kristin Cashore,Winterkeep,"Fantasy, Young Adult, Romance, Fiction, Young Adult Fantasy, High Fantasy, Adventure",1
Kristin Elizabeth Clark,Freakboy,"Young Adult, LGBT, Poetry, Contemporary, Realistic Fiction, Fiction, Transgender",1
Kristin Elizabeth Clark,"Jess, Chunk, and the Road Trip to Infinity","Young Adult, LGBT, Realistic Fiction, Romance, Queer, Road Trip",1
Kristin Ziemke,Read the World: Rethinking Literacy for Empathy and Action in a Digital Age,"Education, Nonfiction",1
Kristina Lowis,50 Paintings You Should Know,"Art, Nonfiction, Reference",1
Kristy Dallas Alley,The Ballad of Ami Miles,"Young Adult, Dystopia, LGBT, Science Fiction, Romance, Cults, Fiction",1
Kurt Vonnegut Jr.,Breakfast of Champions,"Fiction, Classics, Science Fiction, Humor, Literature, Novels, American",1
Kurt Vonnegut Jr.,Slaughterhouse-Five,"Classics, Fiction, Science Fiction, War, Historical, Literature, Novels",1
Kwame Alexander,The Undefeated,"Picture Books, Poetry, History, Nonfiction, Childrens, African American, Biography",1
Kyle Lukoff,Call Me Max,"Picture Books, LGBT, Childrens, Fiction, Gender, Transgender, School",1
Kyle Lukoff,Different Kinds of Fruit,"Middle Grade, LGBT, Fiction, Queer, Realistic Fiction, Contemporary, Childrens",1
Kyle Lukoff,Too Bright to See,"Middle Grade, LGBT, Fiction, Fantasy, Realistic Fiction, Queer, Young Adult",1
Kyle Lukoff,When Aidan Became a Brother,"Picture Books, LGBT, Family, Childrens, Realistic Fiction, Queer, Gender",1
Kyo Maclear,It Began with a Page: How Gyo Fujikawa Drew the Way,"Picture Books, Biography, Art, Nonfiction, History, Childrens, Biography Memoir",1
L. Kris Gowen,Image and Identity: Becoming the Person You Are,,1
L. Philips,Sometime After Midnight,"Romance, LGBT, Young Adult, Contemporary, Retellings, Queer, Music",1
Laban Carrick Hill,When the Beat was Born: DJ Kool Herc and the Creation of Hip Hop,"Picture Books, Biography, Music, Nonfiction, Childrens, History, African American",1
Laci Green,"Sex Plus: Learning, Loving, and Enjoying Your Body","Nonfiction, Feminism, Sexuality, Self Help, Health, Science, Parenting",1
Laini Taylor,Daughter of Smoke & Bone,"Fantasy, Young Adult, Romance, Paranormal, Angels, Urban Fantasy, Fiction",1
Lakita Wilson,What is Black Lives Matter?,"Nonfiction, History, Childrens, Middle Grade, Social Justice",1
Lamar Giles,Fresh Ink,"Short Stories, Young Adult, Anthologies, Contemporary, Fiction, LGBT, Fantasy",1
Lamar Giles,Not So Pure and Simple,"Young Adult, Contemporary, Romance, Fiction, Realistic Fiction, Feminism, Young Adult Contemporary",1
Lana Popović,Blood Countess,"Historical Fiction, Horror, Young Adult, Historical, LGBT, Fantasy, Lesbian",1
Lana Wood Johnson,Speak for Yourself,"Young Adult Romance, Contemporary, LGBT, Young Adult Contemporary, Queer, Realistic Fiction",1
Lane Fredrickson,Monster Trouble!,"Picture Books, Monsters, Halloween, Storytime, Childrens, Fiction, Humor",1
Lars Brown,Penultimate Quest,"Graphic Novels, Fantasy, Adventure, Young Adult, Supernatural, Comics, Fiction",1
LaTashia M. Perry,Skin Like Mine,"Picture Books, Childrens, Cultural, Race, African American, Anti Racist, Fiction",1
Laura Brooke Robson,Girls at the Edge of the World,"Fantasy, LGBT, Lesbian, Young Adult, Romance, Queer, Science Fiction",1
Laura Erickson-Schroth,"Trans Bodies, Trans Selves: A Resource for the Trans Community","Nonfiction, Gender, LGBT, Queer, Transgender, Psychology",1
Laura Goode,Sister Mischief,"LGBT, Young Adult, Queer, Fiction, Lesbian, Music, Contemporary",1
Laura Hopper,I Never: A Novel,"Romance, Young Adult, Contemporary, Realistic Fiction, Fiction, Teen, Love",1
Laura Perdew,A History of Art,NA,1
Laura Sebastian,Ember Queen,"Fantasy, Young Adult, Romance, Young Adult Fantasy, Fiction, Magic, High Fantasy",1
Laura Sibson,Edie in Between,"Fantasy, Young Adult, LGBT, Witches, Lesbian, Contemporary, Paranormal",1
Laura Silverman,You Asked for Perfect,"Contemporary, Young Adult, LGBT, Romance, Queer, Fiction, Mental Health",1
Laura Steven,The Exact Opposite of Okay,"Young Adult, Contemporary, Feminism, Fiction, Young Adult Contemporary, Romance, Realistic Fiction",1
Laura Whitcomb,A Certain Slant of Light,"Young Adult, Fantasy, Paranormal, Romance, Ghosts, Fiction, Supernatural",1
Laura Whitcomb,A Certain Slant of Light,"Young Adult, Fantasy, Paranormal, Romance, Ghosts, Fiction, Supernatural",1
Laurel Flores Fantauzzo,My Heart Underwater,"Young Adult, LGBT, Contemporary, Romance, Queer, Realistic Fiction",1
Laurel Snyder,Charlie and Mouse,"Picture Books, Childrens, Family, Fiction, Humor, Chapter Books, Realistic Fiction",1
Laurel Snyder,Endlessly Ever After: Pick Your Path to Countless Fairy Tale Endings!,"Picture Books, Fairy Tales, Children, Fantasy, Choose Your Own Adventure",1
Lauren Barnholdt,Two-Way Street,"Young Adult, Romance, Contemporary, Road Trip, Chick Lit, Realistic Fiction, Teen",1
Lauren Bjorkman,My Invented Life,"Young Adult, LGBT, Queer, Romance, Teen, Contemporary, Realistic Fiction",1
Lauren DeStefano,Wither,"Young Adult, Dystopia, Romance, Science Fiction, Fantasy, Fiction, Teen",1
Lauren Groff,Fates and Furies,"Fiction, Contemporary, Literary Fiction, Audiobook, Adult, Adult Fiction, Romance",1
Lauren Karcz,The Gallery of Unfinished Girls,"LGBT, Young Adult, Contemporary, Magical Realism, Queer, Fiction, Fantasy",1
Lauren Myracle,Kissing Kate,"Young Adult, LGBT, Romance, Queer, Fiction, Lesbian, Contemporary",1
Lauren Myracle,"l8r, g8r","Young Adult, Fiction, Contemporary, Banned Books, Realistic Fiction, Chick Lit, Romance",1
Lauren Myracle,Rhymes with Witches,"Young Adult, Fantasy, Fiction, Horror, Witches, Paranormal, Chick Lit",1
Lauren Myracle,Shine,"Young Adult, Mystery, Fiction, Realistic Fiction, Contemporary, LGBT, Teen",1
Lauren Myracle,The Infinite Moment of Us,"Young Adult, Romance, Contemporary, Realistic Fiction, Fiction, Teen, New Adult",1
Lauren Myracle,ttfn,"Young Adult, Fiction, Contemporary, Realistic Fiction, Romance, Chick Lit, Childrens",1
Lauren Myracle,ttyl,"Young Adult, Fiction, Contemporary, Realistic Fiction, Chick Lit, Teen, Romance",1
Lauren Myracle,yolo,"Young Adult, Contemporary, Fiction, Realistic Fiction, Romance, Chick Lit, Teen",1
Lauren Oliver,Before I Fall,"Young Adult, Contemporary, Fiction, Romance, Fantasy, Paranormal, Realistic Fiction",1
Lauren Oliver,Broken Things,"Mystery Young Adult, Thriller, Contemporary, Mystery Thriller, Fiction, Fantasy",1
Laurence Yep,Dragonwings,"Historical Fiction, Young Adult, Fiction, Childrens,Middle Grade, Historical, China",1
Laurent Linn,Draw the Line,"Young Adult, Contemporary, Romance, Fiction, Realistic Fiction, Coming of Age",1
Lauri S. Friedman,Gay Marriage,,1
Laurie Collier Hillstrom,Black Lives Matter: From a Moment to a Movement,,1
Laurie Collier Hillstrom,The Constitution and the Bill of Rights,,1
"Historical Fiction, Picture Books, Sports, Childrens, Baseball, Cultural, World War II",Black Lives Matter: From a Moment to a Movement,,1
Laurie Devore,A Better Bad Idea,"Young Adult, Contemporary, Thriller, Mystery, Romance, Fiction, Mystery Thriller",1
Laurie Halse Anderson,Shout,"Poetry, Young Adult, Feminism, Audiobook, Mental Health, Biography Memoir, Contemporary",1
Laurie Halse Anderson,Speak,"Young Adult, Fiction, Contemporary, Realistic Fiction, Mental Health, Teen, Coming of Age",1
Laurie Halse Anderson,Speak: The Graphic Novel,"Graphic Novels, Young Adult, Fiction, Realistic Fiction, Contemporary, Mental Health",1
Laurie Halse Anderson,Twisted,"Young Adult, Realistic Fiction, Fiction, Contemporary, Teen, Coming of Age, High School",1
Laurie Halse Anderson,Wintergirls,"Young Adult, Fiction, Contemporary, Mental Health, Realistic Fiction, Mental Illness, Teen",1
Laurie Halse Anderson,Wonder Woman Tempest Tossed,"Graphic Novels, Young Adult, Comics, Fantasy, Superheroes, Fiction, Graphic Novels, Comics",1
Laurie Wallmark,Ada Byron Lovelace & the Thinking Machine,"Picture Books, Biography, Nonfiction, Science, History, Mathematics, Childrens",1
Laurie Wallmark,Grace Hopper: Queen of Computer Code,"Picture Books, Biography, Nonfiction, Science, Childrens, History, Mathematics",1
Layla F.  Saad,"Me and White Supremacy: Combat Racism, Change the World and Become a Good Ancestor","Nonfiction, Race, Anti Racist, Social Justice, Audiobook, Politics, Self Help",1
Leah Johnson,Rise to the Sun,"LGBT, Young Adult, Romance, Contemporary, Lesbian, Queer, Fiction",1
Leah Johnson,You Should See Me in a Crown,"Young Adult, LGBT, Contemporary, Romance, Audiobook, Queer, Fiction",1
Leanne K. Currie-McGhee,LGBT families,,1
Leanne Lieberman,Gravity,"LGBT, Young Adult, Queer, Fiction, Religion, Jewish, Lesbian",1
LeBron James,I Promise,"Picture Books, Childrens, School, Inspirational, Cultural, Storytime, Fiction",1
Lee Wind,"No Way, They Were Gay?: Hidden Lives and Secret Loves","Nonfiction, LGBT, History, Biography, Queer, Historical, Middle Grade",1
Leigh Ann Erickson,What is White Privilege,,1
Leigh Bardugo,Six of Crows,"Fantasy, Young Adult, Fiction, Young Adult Fantasy, Romance, LGBT, Adventure",1
Leland Melvin,Chasing Space: Young Reader's Edition,"Nonfiction, Biography, Science, Space, Memoir, Autobiography, Audiobook",1
Lenny Hort,How many Stars in the Sky?,"Family, Picture Books, Realistic Fiction, Science, African American, Childrens, Space",1
Lensey Namioka,"An Ocean Apart, A World Away","Historical Fiction, Young Adult, Historical, China, Fiction, Asia, Romance",1
Lensey Namioka,Yang the Third and Her Impossible Family,"Fiction, Middle Grade, Realistic Fiction, Childrens",1
Lensey Namioka,Yang the Youngest and His Terrible Ear,"Childrens, Fiction, Realistic Fiction, Middle Grade, Baseball, Cultural, Music",1
Lesa Cline-Ransome,Before She Was Harriet,"Picture Books, Biography, Nonfiction, History, Poetry, Childrens, African American",1
Lesléa Newman,"Daddy, Papa, and Me","LGBT, Picture Books, Family, Childrens, Realistic Fiction, Queer",1
Lesléa Newman,Donovan's Big Day,"Picture Books, LGBT, Family, Childrens, Realistic Fiction, Fiction, Banned Books",1
Lesléa Newman,Heather Has Two Mommies,"LGBT, Picture Books, Childrens, Banned Books, Fiction, Family, Queer",1
Lesléa Newman,Jailbait,"Young Adult, Teen, Realistic Fiction, Coming of Age, Abuse, Novels",1
Lesléa Newman,"Mammy, Mama and Me","Picture Books, LGBT, Family, Childrens, Fiction Realistic, Fiction, Queer",1
Lesléa Newman,October Mourning: A Song for Matthew Shepard,"Poetry, Young Adult, LGBT, Historical Fiction, Queer, Realistic Fiction, Teen",1
Lesléa Newman,Sparkle Boy,"Picture Books, LGBT, Realistic Fiction, Childrens, Family, Gender, Fiction",1
Leslie Connor,A Home for Goddesses and Dogs,"Middle Grade, Realistic Fiction, LGBT, Animals, Dogs, Death, Family",1
Lev A.C. Rosen,Camp,"LGBT, Young Adult, Romance, Contemporary, Queer, Fiction, Gay",1
Lev A.C. Rosen,Jack of Hearts and Other Parts,"Young Adult, LGBT, Contemporary, Queer, Fiction, Mystery, Romance",1
Lexie Bean,The Ship We Built,"Middle Grade, LGBT, Queer, Fiction, Transgender, Young Adult, Contemporary",1
Libba Bray,Lair of Dreams,"Fantasy, Young Adult, Historical Fiction, Paranormal, Mystery, Historical, Horror",1
Lil Miss Hot Mess,If You're a Drag Queen and You Know It,"Picture Books, LGBT, Childrens, Queer, Storytime, Juvenile, Fiction",1
Lil Miss Hot Mess,"The Hips on the Drag Queen Go Swish, Swish, Swish","LGBT, Picture Books, Childrens, Queer, Storytime",1
Lili Sohn,Vagina Love: An Owner's Manual,"Bande Dessinee, Nonfiction, Graphic Novels, Comics, Feminism, Science",1
Lili Wilkinson,Pink,"Young Adult, LGBT, Contemporary, Romance, Fiction, Realistic Fiction, Queer",1
Lillian Schlissel,Black Frontiers: A History of African American Heroes in the Old West,"Nonfiction, Historical, African American, Biography",1
Lily Williams,Go with the Flow,"Graphic Novels, Young Adult, Middle Grade, Feminism, Realistic Fiction, Comics, Fiction",1
Linda George,Luis Munoz Marin: Father of Modern Puerto Rico,,1
Linda Jacobs Altman,"Bioethics: Who Lives, Who Dies, and Who Decides?",,1
