Book_Author,Book_Title,Book_Tag,Challenge
Ijeoma Oluo,So You Want to Talk About Race,"Nonfiction, Race, Audiobook, Social Justice, Anti Racist, Politics, Sociology",1
Ilima Todd,Remake,"Dystopia, Young Adult, Romance, Science Fiction, Fantasy, Fiction, Teen",1
Ilsa J. Bick,The Sin-Eater's Confession,"Young Adult, Mystery, LGBT, Realistic Fiction, Contemporary, Teen",1
Imbolo Mbue,How Beautiful We Were,"Fiction, Historical Fiction, Africa, Literary Fiction, Contemporary, Audiobook, Novels",1
India DesjardinsIn,A Story About Cancer with a Happy Ending,"Graphic Novels, Young Adult, Romance, Realistic Fiction, Teen, Middle Grade",1
Ingrid Schaffner,The Essential Henri Matisse,"Art, Nonfiction, Biography",1
Ingrid Schaffner,The Essential Pablo Picasso,,1
Ingrid Schaffner,The Essential Vincent van Gogh,"Art, Nonfiction, Art History, Biography",1
Inio Asano,A Girl on the Shore,"Manga, Graphic Novels, Comics, Romance, Seinen, Fiction, Contemporary",1
Innosanto Nagara,A is for Activist,"Picture Books, Childrens, Social Justice, Nonfiction, Activism, Feminism, Politics",1
Irene Korn,Great Masterpieces of the World,Art,1
Irene Latham,"Can I Touch Your Hair? Poems of Race, Mistakes, and Friendship","Poetry, Picture Books, Childrens, Middle Grade, Nonfiction, Race, Realistic Fiction",1
Irene Latham,"Can I Touch Your Hair? Poems of Race, Mistakes, and Friendship","Poetry, Picture Books, Childrens, Middle Grade, Nonfiction, Race, Realistic Fiction",1
Iris Chang,The Rape of the Nanking: The Forgotten Holocaust of World War II,"History, Nonfiction, China, War, Japan, World War II, Historical",1
Iris Gottlieb,Seeing Gender: An Illustrated Guide to Identity and Expression,"Nonfiction, LGBT, Queer, Gender, Feminism, Graphic Novels, Transgender",1
Isaac Fitzsimons,The Passing Playbook,"LGBT, Young Adult, Romance, Contemporary, Queer, Sports, Fiction",1
Isabel Allende,The House of the Spirits,"Fiction, Magical Realism, Historical Fiction, Classics, Fantasy, Spanish Literature, Historical",1
Isabel Kühl,50 Sculptures You Should Know,"Art, Nonfiction",1
Isabel Quintero,"Gabi, a Girl in Pieces","Young Adult, Realistic Fiction, Fiction, Contemporary, Poetry, LGBT, Coming of Age",1
Isabel Quintero,My Papi Has a Motocycle,"Picture Books, Family, Childrens, Realistic Fiction, Spanish Literature, Fiction, Cultural",1
Isabel Sterling,The Coldest Touch,"Fantasy, LGBT, Lesbian, Young Adult, Romance, Vampires, Paranormal",1
Isabel Sterling,These Witches Don't Burn,"Fantasy, LGBT, Young Adult, Lesbian, Queer, Romance, Witches",1
Isabel Wilkerson,Caste: The Origins of Our Discontents,"Nonfiction, History, Politics, Race, Audiobook, Social Justice, Sociology",1
Isabella Garica,Cow on the Town: Practicing the OW sound,,1
Ita Berkow,Edward Hopper: A Modern Master,,1
J. Albert Mann,What Every Girl Should Know: Margaret Sanger's Journey,"Historical Fiction, Young Adult, Historical, Fiction, Feminism, Young Adult Historical Fiction, Family",1
J.J. Austrian,Worm Loves Worm,"Picture Books, LGBT, Childrens, Animals, Love, Fiction, Storytime",1
J.K. Rowling,The Christmas Pig,"Fantasy, Christmas, Fiction, Childrens, Middle Grade, Holiday, Adventure",1
J.M. Barrie,Peter Pan,"Classics, Fantasy, Fiction, Childrens, Adventure, Young Adult, Middle Grade",1
J.P. Miller,Brave Leaders and Activists,,1
J.R. Ford,Calvin,"Picture Books, LGBT, Childrens, Family, Queer, Transgender, Gender",1
Jackson Bird,"Sorted: Growing Up, Coming Out, and Finding My Place","Nonfiction, Memoir, LGBT, Queer, Transgender, Audiobook, Biography",1
Jacqueline Jules,My Family Adventures,"Realistic Fiction, Family, Childrens, Chapter Books, Picture Books, Spanish Literature, Fiction",1
Jacqueline Jules,Never Say A Mean Word Again,"Picture Books, Historical Fiction, Cultural, Childrens, Spain",1
Jacqueline L. Longe,The Gale Encyclopedia of Medicine,,1
Jacqueline Woodson,Before the Ever After,"Middle Grade, Poetry, Sports, Fiction, Realistic Fiction, Audiobook, Young Adult",1
Jacqueline Woodson,Brown Girl Dreaming,"Poetry, Memoir, Nonfiction, Middle Grade, Biography, Audiobook, Childrens",1
Jacqueline Woodson,Each Kindness,"Picture Books, Realistic Fiction, Childrens, Fiction, School, Cultural, African American",1
Jacqueline Woodson,El Dia En Qui Descubres Quien Eres,"Picture Books, Childrens, Realistic Fiction, School, Fiction, Cultural, African American",1
Jacqueline Woodson,From the Notebooks of Melanin Sun,"Young Adult, LGBT, Fiction, Realistic Fiction, Queer, African American, Race",1
Jacqueline Woodson,If You Come Softly,"Young Adult, Romance,Fiction, Contemporary, Realistic Fiction, African American, Audiobook",1
Jacqueline Woodson,Red at the Bone,"Fiction, Historical Fiction, Audiobook, Literary Fiction, Contemporary, Adult, LGBT",1
Jacqueline Woodson,The Day You Begin,"Picture Books, Childrens, Realistic Fiction, School, Fiction, Cultural, African American",1
Jacqueline Woodson,The Dear One,"Young Adult, Realistic Fiction, Fiction, African American, LGBT, Contemporary, Teen",1
Jacqueline Woodson,The House You Pass on the Way,"Young Adult, LGBT, Queer, Fiction, Realistic Fiction, Contemporary, Lesbian",1
Jacqueline Woodson,The Other Side,"Picture Books, Historical Fiction, Childrens, African American, Cultural, Realistic Fiction, Fiction",1
Jacqui Bailey,"Sex, Puberty, and All That Stuff","Parenting, Nonfiction, Childrens, Banned Books",1
Jaida Jones,Master of One,"Fantasy, LGBT, Young Adult, Romance, Young Adult Fantasy, Queer, Fae",1
Jaime A. Seba,Coming Out: Telling Family and Friends,"LGBT, Young Adult, Gay, Lesbian",1
Jaime A. Seba,Feeling Wrong in Your Wwn Body: Understanding What it Means to be Transgender,"Nonfiction, LGBT, Queer, Transgender",1
Jaime A. Seba,Gay and Lesbian Role Models,,1
Jaime A. Seba,"Gay Issues and Politics: Marriage, the Military, & Work Place Discrimination",,1
Jaime A. Seba,"Gay People of Color: Facing Prejudices, Forging Identities","LGBT, Nonfiction",1
Jaime A. Seba,"Gays and Mental Health: Fighting Depression, Saying No to Suicide",,1
Jaime A. Seba,"Homosexuality Around the World: Safe Havens, Cultural Challenges",,1
Jaime A. Seba,The LGBT Community,,1
Jama Kim Rattigan,Dumpling Soup,"Picture Books, Childrens, Cultural, Family, Food, Fiction, Asian Literature",1
James Alan Fox,Overkill: Mass Murder and Serial Killing Exposed,"True Crime, Psychology, Nonfiction",1
James Baldwin,The Fire Next Time,"Nonfiction, Essays, Classics, Race, History, Politics, Social Justice",1
James Brandon,"Ziggy, Stardust & Me","LGBT, Historical Fiction, Young Adult, Romance, Queer, Historical, Fiction",1
James Buckley Jr,Who Are Venus and Serena Williams?,"Biography, Nonfiction, Sports, Childrens, Biography Memoir, Middle Grade, Chapter Books",1
James Buckley Jr,Who Was Jesse Owns?,"Biography, Nonfiction, History, Sports, Childrens, African American, Biography Memoir",1
James Cassidy,Reader's Digest Family Guide to the Bible,,1
James D. Torr,Abortion: Opposing Viewpoints,,1
James De Medeiros,The Migration North,,1
James E. Ransome,The Bell Rang,"Picture Books, Historical Fiction, Family, African American, Childrens, Fiction, Historical",1
James Haskin,The Scottsboro Boys,Nonfiction,1
James Howe,"Big Bob, Little Bob","Picture Books, LGBT, Childrens, Gender, Gender Roles, Storytime, Fiction",1
James Howe,The Misfits,"Young Adult, Realistic Fiction, Fiction, Middle Grade, LGBT, School, Humor",1
James Howe,Totally Joe,"Young Adult, LGBT, Fiction, Realistic Fiction, Queer, Teen, Middle Grade",1
James Klise,Love Drugged,"Young Adult, LGBT, Gay, Realistic Fiction, Fiction, Contemporary, Teen",1
James Lecesne,Absolute Brightness,"Young Adult, LGBT, Mystery, Realistic Fiction, Contemporary, Teen",1
James Patterson,Cradle and All,"Mystery, Fiction, Thriller, Suspense, Horror, Crime, Mystery Thriller",1
James Patterson,Maximum Ride: Angel,"Young Adult, Fantasy, Science Fiction, Fiction, Adventure, Romance, Paranormal",1
James Patterson,Maximum Ride: Fang,"Young Adult, Fantasy, Science Fiction, Fiction, Adventure, Romance, Paranormal",1
James Patterson,Maximum Ride: Max,"Young Adult, Fantasy, Science Fiction, Fiction, Adventure, Romance, Paranormal",1
James Patterson,Maximum Ride: Maximum Ride Forever,"Young Adult, Fantasy, Science Fiction, Fiction, Dystopia, Romance, Adventure",1
James Patterson,Maximum Ride: Nevermore,"Young Adult, Fantasy, Science Fiction, Fiction, Romance, Adventure, Paranormal",1
James Patterson,Maximum Ride: Saving the World & Other Extreme Sports,"Young Adult, Fantasy, Science Fiction, Fiction, Adventure, Paranormal, Action",1
James Patterson,Maximum Ride: Schools Out Forever,"Young Adult, Fantasy, Science Fiction, Fiction, Adventure, Paranormal, Action",1
James Patterson,Maximum Ride: The Angel Experiment,"Young Adult, Fantasy, Science Fiction, Fiction, Adventure, Paranormal, Action",1
James Patterson,Maximum Ride: The Final Warning,"Young Adult, Fantasy, Science Fiction, Fiction, Adventure, Paranormal, Romance",1
James St. James,Freak show,"Young Adult, LGBT, Queer, Humor, Teen, Romance",1
James Tynion IV,"The Backstagers, Vol. 1","Graphic Novels, Comics, Fantasy, Young Adult, LGBT, Queer, Fiction",1
Jamia Wilson,"Young, Gifted and Black: Meet 52 Black Heroes from Past and Present","Nonfiction, Biography, History, Picture Books, Childrens, Middle Grade, African American",1
Jamie Hunt,Homophobia: From Social Stigma to Hate Crimes,,1
Jamie Lawson,"Rainbow Revolutions: Power, Pride, and Protest in the Fight for Queer Rights","Nonfiction, LGBT, Queer, Middle Grade, Politics, Historical",1
Jamie Pacton,The Life and (Medieval) Times of Kit Sweetly,"Young Adult, Contemporary, Romance, Young Adult, Young Adult Contemporary, Fiction, Feminism, Audiobook",1
Jamila Lyiscott,"Black Appetite. White Food.: Issues of Race, Voice, and Justice Within and Beyond the Classroom","Education, Nonfiction, Social Justice, Race, Teaching, Anti Racist, Social Issues",1
Jamilah Thompkins-Bigelow,Your Name is a Song,"Picture Books, Childrens, Realistic Fiction, Cultural, School, Family, African American",1
Jamin B. Raskin,We the Students: Supreme Court Cases for and About Students,"History, Philosophy",1
Jana DeLeon,Later Gator,"Mystery, Cozy Mystery, Humor, Romance, Fiction, Audiobook, Contemporary",1
Janae Marks,From the Desk of Zoe Washington,"Middle Grade, Realistic Fiction, Fiction, Contemporary, Mystery, Audiobook, Family",1
JaNay Brown-Wood,Imani's Moon,"Picture Books, Africa, Childrens, Cultural, Fantasy, Fiction, Animal",1
Jandy Nelson,I'll Give You the Sun,"Young Adult, Contemporary, Romance, LGBT, Fiction, Realistic Fiction, Queer",1
Jandy Nelson,I'll Give You the Sun,"Young Adult, Contemporary, Romance, LGBT, Fiction, Realistic Fiction, Queer",1
Jane England,Wildthorn,"Historical Fiction, Young Adult, LGBT, Historical, Romance, Fiction, Queer",1
Jane Mayer,Dark Money: The Hidden History of the Billionaires the Rise of the Radical Right,"Nonfiction, Politics, History, Economics, Business, Audiobook, Finance",1
Jane Smiley,A Thousand Acres,"Fiction, Literary Fiction, Contemporary, Literature, Novels, Family, Adult Fiction",1
Jane Yolen,Encounter,"Historical Fiction, Picture Books, Cultural, Childrens, Historical, American History, Native Americans",1
Janet Bode,Kids Still Having Kids: Talking About Teen Pregnancy,,1
Janet Gurtler,You Too? 25 Voices Share Their #MeToo Stories,"Nonfiction, Feminism, Anthologies, Short Stories, Essays, Memoir, Mental Health",1
Janette Winter,Nasreen's Secret School: A True Story from Afghanistan,"Picture Books, Nonfiction, Childrens, Banned Books, Cultural, History, School",1
Jeannette Walls,The Glass Castle,"Nonfiction, Memoir, Biography, Biography Memoir, Autobiography, Book Club, Adult",1
Jarrett J. Krosoczka,"Hey Kiddo: How I Lost My Mother, Found My Father, and Dealt with Family Addiction","Graphic Novels, Young Adult, Comics, Family, Teen, Biography Memoir, Middle Grade",1
Jasmine Warga,Other Words for Home,"Middle Grade, Poetry, Fiction, Contemporary, Realistic Fiction, Young Adult, Audiobook",1
Jasmine Warga,The Shape of Thunder,"Middle Grade, Realistic Fiction, LGBT, Contemporary, Fiction, Young Adult, Family, Death",1
Jason June,Jay's Gay Agenda,"LGBT, Romance, Young Adult, Contemporary, Queer, Fiction, Gay",1
Jason Myers,Dead End,"Young Adult, Realistic Fiction, Romance, Fiction, Contemporary, Abuse, Mystery",1
Jason Myers,Exit Here,"Young Adult, Fiction, Realistic Fiction, Teen, Contemporary, High School Young Adult Contemporary",1
Jason Reynolds,All American Boys,"Young Adult, Fiction, Contemporary, Realistic Fiction, Race, Social Justice",1
Jason Reynolds,As Brave as You,"Middle Grade, Realistic Fiction, Fiction, Young Adult, Family, Audiobook, Childrens",1
Jason Reynolds,Ghost,"Middle Grade, Realistic Fiction, Sports, Young Adult, Fiction, Audiobook, Contemporary",1
Jason Reynolds,Long Way Down,"Poetry, Young Adult, Contemporary, Fiction, Audiobook, Realistic Fiction, Teen",1
Jason Reynolds,Look Both Ways: A Tale Told in 10 Blocks,"Middle Grade, Short Stories, Young Adult, Realistic Fiction, Contemporary, Audiobook",1
Jason Reynolds,Patina,"Middle Grade, Realistic Fiction, Sports, Young Adult, Fiction, Audiobook, Contemporary",1
Jason Reynolds,"Stamped: Racism, Antiracism and You","Nonfiction, History, Audiobook, Race, Social Justice, Anti Racist, Politics",1
Jason Reynolds,"Stamped: Racism, Antiracism, and You","Nonfiction, History, Audiobook, Race, Social Justice, Anti Racist, Politics",1
Jason Reynolds,Take the Mic: Fictional Stories of Everyday Resistance,"Short Stories, Young Adult, Anthologies, Fiction, Contemporary, LGBT, Realistic Fiction",1
Jason Reynolds,When I Was the Greatest,"Young Adult, Realistic Fiction, Contemporary, African American, Coming of Age, Audiobook",1
Jason Tharp,It's Okay To Be a Unicorn,"Picture Books, Unicorns, Childrens, LGBT, Storytime, Animals, Banned Books",1
Jasper Sanchez,The (Un)Popular Vote,"LGBT, Contemporary, Young Adult, Queer, Romance, Transgender, Fiction",1
Javaka Steptoe,Radiant Child: The Story of Young Artist Jean-Micel Basquiat,"Picture Books, Biography, Art, Nonfiction, Childrens, Biography Memoir, African American",1
Jay Asher,Thirteen Reasons Why,"Young Adult, Fiction, Contemporary, Realistic Fiction, Mental Health, Mystery, Teen",1
Jay Coles,Things We Couldn't Say,"Young Adult, LGBT, Contemporary, Romance, Queer, Fiction, Sports",1
Jaye Robin Brown,The Key to You and Me,"Romance, LGBT, Young Adult, Contemporary, Lesbian, Queer, Fiction",1
Jaye Robin Brown,The Meaning of Birds,"LGBT, Young Adult, Contemporary, Romance, Queer, Lesbian, Fiction",1
Jazz Jennings,Being Jazz: My Life as a (Transgender) Teen,"Nonfiction, LGBT, Memoir, Audiobook, Biography, Biography, Queer",1
Jazz Jennings,Being Jazz - My Life as a (Transgender) Teen,"Nonfiction, LGBT, Memoir, Audiobook, Biography, Biography, Queer",1
Jean Craighead George,The Buffalo Are Back,"Picture Books, Nonfiction, Animals, History, Nature, Environment, Childrens",1
Jean Ferris,Eight seconds,"Young Adult, LGBT, Queer, Realistic Fiction, Contemporary, Gay, Sports",1
Jean Fritz,The Double Life of Pocahontas,"Biography, History, Nonfiction, Childrens, Historical, Middle Grade, Juvenile",1
Jean Kwok,Girl in Translation,"Fiction, Historical Fiction, Young Adult, Contemporary, Coming of Age, China, Adult",1
Jean M. Auel,The Land of Painted Caves,"Historical Fiction, Fiction, Historical, Fantasy, Romance, Prehistoric, Adventure",1
Jean M. Auel,The Mammoth Hunters,"Historical Fiction, Fiction, Fantasy, Historical, Romance, Prehistoric, Adventure",1
Jean M. Auel,The Plains of Passage,"Historical Fiction, Fiction, Fantasy, Historical, Romance, Prehistoric, Adventure",1
Jean M. Auel,The Shelters of Stone,"Historical Fiction, Fiction, Fantasy, Historical, Romance, Prehistoric, Adventure",1
Jean M. Auel,The Valley of Horses,"Historical Fiction, Fiction, Fantasy, Historical, Romance, Prehistoric, Adventure",1
Jean Philippe-Stassen,Deogratias: A Tale of Rwanda,"Graphic Novels, Comics, Historical Fiction, Africa, Fiction, War, Rwanda",1
Jean-Claude van Rijckeghem,"Ironhead, or, One a Young Lady","Young Adult, Historical Fiction, Historical, Fiction, LGBT, Adventure, Gender",1
Jean-Philippe Stassen,Deogratias: A Tale of Rwanda,"Graphic Novels, Comics, Historical Fiction, Africa, Fiction, War, Rwanda",1
Jeanne Nagle,Are you LGBTQ?,,1
Jeanne Nagle,GLBT Teens and Society,,1
Jeannette Walls,The Glass Castle,"Nonfiction, Memoir, Biography, Biography Memoir, Autobiography, Book Club, Adult",1
Jeannine Garsee,Say the Word,"Young Adult, LGBT, Contemporary, Realistic Fiction, Lesbian, Romance, Queer",1
Jeff Garvin,Symptoms of Being Human,"Young Adult, LGBT, Contemporary, Fiction, Queer, Realistic Fiction, Mental Health",1
Jeff Jensen,Green River Killer: A True Detective Story,"Graphic Novels, True Crime, Comics, Nonfiction, Crime, Mystery, Graphic Novels Comics",1
Jeff Lemire,"Black Hammer, Vol. 1: Secret Origins","Comics, Graphic Novels, Fantasy, Superheroes, Graphic Novels, Fiction, Comic Book",1
Jeff Lemire,"Black Hammer, Vol. 2: The Event","Graphic Novels, Comics, Superheroes, Fantasy, Fiction, Graphic Novels, Comic Books",1
Jeff Rud,Crossover,"Sports, LGBT, Young Adult, Fiction",1
Jeff Stone,Crane,"Fantasy, Young Adult, Historical Fiction, Fiction, Historical, Adventure, Middle Grade",1
Jeffery Eugenides,Middlesex,"Fiction, Historical Fiction, Contemporary, LGBT, Classics, Literary Fiction, Novels",1
